degree,alpha,train_rmse,test_rmse,train_mae,test_mae,train_r2,test_r2,cv_rmse,n_poly_features
2,10.0,27324.210251161952,30358.604712449935,17871.30061057035,19074.08268506425,0.8748250214497423,0.8798428052221295,33488.81319036569,65
